state,k,target_mm,method,tree_structure,weight_factor,minority_threshold,max_minority_pct,mm_count,district_pcts,runtime
georgia,14,5,predetermined,"(13, 1)",2,0.4,0.9100739556333739,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",4.501929477130595
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",2,0.4,0.8017307183441102,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",71.65348740805926
georgia,14,5,nway,,2,0.4,0.8231464878914301,6.0,,4.1905994934719235
georgia,14,5,predetermined,"(1, 13)",3,0.4,0.8744280936145701,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.808415704942218
georgia,14,5,predetermined,"(2, 12)",3,0.4,0.7831391567676175,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.978364375352402
georgia,14,5,predetermined,"(3, 11)",3,0.4,0.7663217770056701,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.9012495765685085
georgia,14,5,predetermined,"(4, 10)",3,0.4,0.8463462056304858,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.975854228751601
georgia,14,5,predetermined,"(5, 9)",3,0.4,0.8497063393564095,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.961535201625852
georgia,14,5,predetermined,"(6, 8)",3,0.4,0.8730128278897797,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.739660735924252
georgia,14,5,predetermined,"(7, 7)",3,0.4,0.8614081994221954,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.784780214781546
georgia,14,5,predetermined,"(8, 6)",3,0.4,0.8513630707597899,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.915906564868439
georgia,14,5,predetermined,"(9, 5)",3,0.4,0.8077361119621813,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.99454200425791
georgia,14,5,predetermined,"(10, 4)",3,0.4,0.8484726014961095,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.092806154772516
georgia,14,5,predetermined,"(11, 3)",3,0.4,0.8511883770605716,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.829264769859149
georgia,14,5,predetermined,"(12, 2)",3,0.4,0.8062033023704391,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.619230210626357
georgia,14,5,predetermined,"(13, 1)",3,0.4,0.9214151398433912,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",5.513715038482315
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",3,0.4,0.8592599766195239,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",87.7572412203424
georgia,14,5,nway,,3,0.4,0.7945786268587658,6.0,,5.1324152376859296
georgia,14,5,predetermined,"(1, 13)",4,0.4,0.8718450858093966,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.7069807416272775
georgia,14,5,predetermined,"(2, 12)",4,0.4,0.8794029553526981,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.903220562846756
georgia,14,5,predetermined,"(3, 11)",4,0.4,0.855798152465187,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.814176063173987
georgia,14,5,predetermined,"(4, 10)",4,0.4,0.8275815053528863,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.900322095215399
georgia,14,5,predetermined,"(5, 9)",4,0.4,0.8057878983084261,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.88378790688423
georgia,14,5,predetermined,"(6, 8)",4,0.4,0.834796184012499,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.627589341885985
georgia,14,5,predetermined,"(7, 7)",4,0.4,0.8527273169607343,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.6796888284138936
georgia,14,5,predetermined,"(8, 6)",4,0.4,0.838659054119318,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.831100495454934
georgia,14,5,predetermined,"(9, 5)",4,0.4,0.9004167268053681,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.921900879653646
georgia,14,5,predetermined,"(10, 4)",4,0.4,0.8649248974495635,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.035366547156241
georgia,14,5,predetermined,"(11, 3)",4,0.4,0.8013540754860199,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.731055168111563
georgia,14,5,predetermined,"(12, 2)",4,0.4,0.7921909532020751,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.488528149487209
georgia,14,5,predetermined,"(13, 1)",4,0.4,0.8587859261281636,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",6.366689723405304
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",4,0.4,0.8285214756009112,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",101.3333336838072
georgia,14,5,nway,,4,0.4,0.8687118656228147,6.0,,5.926402638141816
georgia,14,5,predetermined,"(1, 13)",5,0.4,0.857546640407233,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.498632431030273
georgia,14,5,predetermined,"(2, 12)",5,0.4,0.8351091564399619,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.718035221099853
georgia,14,5,predetermined,"(3, 11)",5,0.4,0.8033074954176058,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.618480443954468
georgia,14,5,predetermined,"(4, 10)",5,0.4,0.7758576540117705,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.714794635772705
georgia,14,5,predetermined,"(5, 9)",5,0.4,0.8468986034625879,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.696308851242065
georgia,14,5,predetermined,"(6, 8)",5,0.4,0.7869151278365186,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.409870147705078
georgia,14,5,predetermined,"(7, 7)",5,0.4,0.8017845737136164,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.468119144439697
georgia,14,5,predetermined,"(8, 6)",5,0.4,0.8444180992400354,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.637402534484863
georgia,14,5,predetermined,"(9, 5)",5,0.4,0.8404933991036709,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.738920450210571
georgia,14,5,predetermined,"(10, 4)",5,0.4,0.7911378113098761,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.865778923034668
georgia,14,5,predetermined,"(11, 3)",5,0.4,0.8826034464144221,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.525548458099365
georgia,14,5,predetermined,"(12, 2)",5,0.4,0.8814016180427435,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.254395008087158
georgia,14,5,predetermined,"(13, 1)",5,0.4,0.859264075687651,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",7.118175506591797
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",5,0.4,0.8592127421733986,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",113.29411125183104
georgia,14,5,nway,,5,0.4,0.8592645859794918,6.0,,6.625919580459595
georgia,14,5,predetermined,"(1, 13)",7,0.4,0.9826753936271992,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",8.872501545222665
georgia,14,5,predetermined,"(2, 12)",7,0.4,0.8739005606154633,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",9.132102427359923
georgia,14,5,predetermined,"(3, 11)",7,0.4,0.8625451011456309,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",9.014307626483763
georgia,14,5,predetermined,"(4, 10)",7,0.4,0.8091013782648584,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",9.128268115092053
georgia,14,5,predetermined,"(5, 9)",7,0.4,0.829215026222462,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",9.106395439864762
georgia,14,5,predetermined,"(6, 8)",7,0.4,0.9249592071548043,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",8.767476595246276
georgia,14,5,predetermined,"(7, 7)",7,0.4,0.7680325180883755,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",8.836397737639778
georgia,14,5,predetermined,"(8, 6)",7,0.4,0.8203924011766324,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",9.036696545931933
georgia,14,5,predetermined,"(9, 5)",7,0.4,0.8789645155915813,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",9.156814163701387
georgia,14,5,predetermined,"(10, 4)",7,0.4,0.8112598727504006,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",9.306915132979293
georgia,14,5,predetermined,"(11, 3)",7,0.4,0.8636035499691546,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",8.904349017939628
georgia,14,5,predetermined,"(12, 2)",7,0.4,0.8398117277327715,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",8.583515929192643
georgia,14,5,predetermined,"(13, 1)",7,0.4,0.8136503413964725,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",8.422338841420519
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",7,0.4,0.7621081688760541,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",134.05140022423927
georgia,14,5,nway,,7,0.4,0.8450983426021036,5.0,,7.83989377488018
georgia,14,5,predetermined,"(1, 13)",10,0.4,0.8125994592501,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.604667683213746
georgia,14,5,predetermined,"(2, 12)",10,0.4,0.8344095896631781,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.914950084552641
georgia,14,5,predetermined,"(3, 11)",10,0.4,0.8543514136675734,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.774158368514607
georgia,14,5,predetermined,"(4, 10)",10,0.4,0.8659604097956408,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.910367204832962
georgia,14,5,predetermined,"(5, 9)",10,0.4,0.8228185828205229,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.884224357638624
georgia,14,5,predetermined,"(6, 8)",10,0.4,0.8170784430636339,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.479138858308051
georgia,14,5,predetermined,"(7, 7)",10,0.4,0.797528200052671,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.561515379484776
georgia,14,5,predetermined,"(8, 6)",10,0.4,0.8676371306652506,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.800918245571145
georgia,14,5,predetermined,"(9, 5)",10,0.4,0.9063895992085373,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.944486258814289
georgia,14,5,predetermined,"(10, 4)",10,0.4,0.8713249015745446,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",11.123891231584066
georgia,14,5,predetermined,"(11, 3)",10,0.4,0.8788690353481361,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.642732693740056
georgia,14,5,predetermined,"(12, 2)",10,0.4,0.8153298519931479,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.259263807248539
georgia,14,5,predetermined,"(13, 1)",10,0.4,0.8523831196103719,6.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",10.066620340774096
georgia,14,5,adaptive,"adaptive_selected: (1, 13)",10,0.4,0.8630282616596605,5.0,"[0.323935350022, 0.7625901255352633, 0.31017619946951824, 0.4792584461072869, 0.5256859799975926, 0.4762156752067066, 0.4262903984938814, 0.24839072745647456, 0.7361903878488739, 0.4767843844314663, 0.32771909828919626, 0.5070979516013695, 0.5534507610060674, 0.8381016444403808]",160.22206866934573
georgia,14,5,nway,,10,0.4,0.7338022918188725,5.0,,9.370465333879407
